Precinct,County,Registered Voters,Marjorie R. Hine (I) (Dem)_Election Day Votes,Marjorie R. Hine (I) (Dem)_Advanced Voting Votes,Marjorie R. Hine (I) (Dem)_Absentee by Mail Votes,Marjorie R. Hine (I) (Dem)_Provisional Votes,Marjorie R. Hine (I) (Dem)_Choice Total,Total,
Preston 1,Webster,1705,254,677,298,0,1229,1229,
